,Category,Message,category,my_texed
803,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,0,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate www.getzed.co.uk pobox 36504 w45wq norm150p/ton
804,spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,0,you won guarante award even cashto claim ur award call free 08000407165 18+ 2 stop getstop 88222 php rg21 4jx
805,ham,K I'll be there before 4.,1,k i there 4
806,ham,I dled 3d its very imp,1,i dled 3d veri imp
807,ham,"sure, but make sure he knows we ain't smokin yet",1,sure make sure know ai smokin yet
808,ham,Boooo you always work. Just quit.,1,boooo alway work just quit
809,ham,I am taking half day leave bec i am not well,1,i take half day leav bec am well
810,ham,Ugh I don't wanna get out of bed. It's so warm.,1,ugh i wan na get of bed it warm
811,ham,S:)s.nervous  &lt;#&gt; :),1,s lt # & gt : )
812,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,1,so a ring come the guy costum it so can gift futur yowif hint hint
813,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc
814,ham,I borrow ur bag ok.,1,i borrow ur bag ok
815,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",0,u outbid simonwatson5120 the shinco dvd plyr 2 bid visit sm ac/smsreward 2 end bid notif repli end out
816,ham,Where's my boytoy? I miss you ... What happened?,1,where boytoy i miss what happen
817,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",1,he lot use one babe the model help youi to bring over he match up
818,ham,Also are you bringing galileo or dobby,1,also you bring galileo dobbi
819,ham,Then why you not responding,1,then you respond
820,ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,1,boo babe u enjoyin yourjob u seem 2 b gettin on well hunni hope ure ok take care illspeak 2u soonlot of lovem xxxx
821,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,1,good afternoon starshin how boytoy doe crave yet ach fuck sip cappuccino i miss babe teas kiss *
822,ham,On the road so cant txt,1,on road cant txt
823,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",0,smsservic yourinclus text credit pl goto login= 3qxj9 unsubscrib stop extra charg help . 9ae
824,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,0,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
825,ham,Have a good evening! Ttyl,1,have good even ttyl
826,ham,Hmm .. Bits and pieces lol ... *sighs* ...,1,hmm bit piec lol sigh * ...
827,ham,Hahaha..use your brain dear,1,hahaha use brain dear
828,ham,Hey. You got any mail?,1,hey you got mail
829,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",1,sorri light turn green i meant anoth friend want lt # gt worth he may be around
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,1,thank yesterday sir you been wonder hope enjoy burial mojibiola
831,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,u a secret admir reveal think u r so special call 09065174042 to opt repli reveal stop 1.50 per msg recd cust care 07821230901
832,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,1,hi mate rv u hav nice hol a messag 3 say hello coz sent u 1 age start drive stay road rvx
833,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",0,dear voucher holder to claim week offer you pc pleas go http //www.e-tlp.co.uk/expressoff ts cs appli to stop text txt stop 80062
834,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",1,thank so much when skype wit kz sura didnt get pleasur your compani hope good we given ultimatum oh we are countin to aburo enjoy thi the messag sent day ago
835,ham,Surely result will offer:),1,sure result offer )
836,ham,Good Morning my Dear........... Have a great &amp; successful day.,1,good morn dear have great amp success day
837,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,0,do want 750 anytim network min 150 text a new video phone onli five pound per week call 08002888812 repli deliveri tomorrow
838,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",1,sir i been late pay rent past month had pay lt # & gt charg i felt would inconsider me nag someth give great cost yourself that i didnt speak i howev in recess wont abl pay the charg month henc askin well ahead month end can pleas help thank
839,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,0,we tri contact re offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed
840,spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,0,last chanc 2 claim ur worth discount ye 85023 savamob-memb offer mobil t cs 08717898035 £3.00 sub 16 remov txt x stop
841,ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,1,i luv u soo much u understand special u r 2 ring u 2morrow luv u xxx
842,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",1,pl send a comprehens mail who pay and much
843,ham,Our Prashanthettan's mother passed away last night. pray for her and family.,1,our prashanthettan mother pass away last night pray her famili
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",0,urgent call 09066350750 your landlin your complimentari 4 ibiza holiday cash await collect sae t cs po box 434 sk3 8wp 150 ppm
845,ham,K.k:)when are you going?,1,: are go
846,ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,1,meanwhil the shit suit xavier decid give us lt # gt second warn samantha come and play jay guitar impress or shit also i think doug realiz i live anymor
847,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,1,my stomach been thru much trauma i swear i ca eat i better lose weight
848,ham,I am in office:)whats the matter..msg me now.i will call you at break:).,1,i in offic ) what matter msg will call at break )
849,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",1,yeah bare enough room the two us x too mani fuck shoe sorri man see later
850,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",0,today offer claim ur worth discount voucher text ye 85023 savamob member offer mobil t cs 08717898035 £3.00 sub 16 unsub repli x
851,ham,U reach orchard already? U wan 2 go buy tickets first?,1,u reach orchard alreadi u wan 2 go buy ticket first
852,ham,"I am real, baby! I want to bring out your inner tigress...",1,i real babi i want bring your inner tigress
853,ham,No da if you run that it activate the full version da.,1,no da you run it activ full version da
854,ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,1,ah poor babi hope urfeel bettersn luv probthat overdos of work hey go care spk 2 u sn lot of lovejen xxx
855,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,1,stop stori i told return and say i should re order
856,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,0,talk sexi ! make new friend fall love the world discreet text date servic just text vip 83110 see you could meet
857,ham,Going to take your babe out ?,1,go take babe
858,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,1,hai ana tomarrow come morn lt decim & gt ill there sathi we go rto offic repli after came home
859,ham,Spoons it is then okay?,1,spoon is okay
860,ham,Did he just say somebody is named tampa,1,did just say somebodi name tampa
861,ham,In work now. Going have in few min.,1,in work go in min
862,ham,Your brother is a genius,1,your brother a geniu
863,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",1,sorri i guess whenev i get hold my connect mayb hour two i text
864,ham,Did u find out what time the bus is at coz i need to sort some stuff out.,1,did u find what time bu at coz need sort stuff
865,ham,Dude ive been seeing a lotta corvettes lately,1,dude ive see lotta corvett late
866,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,0,congratul ur award either yr suppli cd virgin record a mysteri gift guarante call 09061104283 ts cs £1.50pm approx 3min
867,ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",1,same i consid wall bunker shit import becaus i never play peac but i guess place high enough it matter
868,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,0,privat your 2003 account statement 07808 xxxxxx show 800 s. m. point call 08719899217 identifi code 41685 expir
